date,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,new_cases,new_deaths,total_cases,total_deaths
2020-02-06,Jiangsu,China,2020-02-06T08:03:10,373,0,34,3697,73,28060,564
2020-02-06,Shandong,China,2020-02-06T07:53:02,347,0,27,3697,73,28060,564
2020-02-06,Sichuan,China,2020-02-06T08:03:10,321,1,31,3697,73,28060,564
2020-02-06,Beijing,China,2020-02-06T03:23:11,274,1,31,3697,73,28060,564
2020-02-06,Shanghai,China,2020-02-06T06:53:07,257,1,25,3697,73,28060,564
2020-02-06,Heilongjiang,China,2020-02-06T08:13:06,227,3,8,3697,73,28060,564
2020-02-06,Fujian,China,2020-02-06T11:03:19,215,0,14,3697,73,28060,564
2020-02-06,Shaanxi,China,2020-02-06T13:53:02,173,0,9,3697,73,28060,564
2020-02-06,Guangxi,China,2020-02-06T04:13:13,168,0,14,3697,73,28060,564
2020-02-06,Hebei,China,2020-02-06T13:53:02,157,1,13,3697,73,28060,564
2020-02-06,Yunnan,China,2020-02-06T09:43:02,133,0,7,3697,73,28060,564
2020-02-06,Hainan,China,2020-02-06T11:13:24,106,1,8,3697,73,28060,564
2020-02-06,Shanxi,China,2020-02-06T23:03:02,96,0,12,3697,73,28060,564
2020-02-06,Liaoning,China,2020-02-06T14:33:02,94,0,5,3697,73,28060,564
2020-02-06,Tianjin,China,2020-02-06T23:43:01,79,1,2,3697,73,28060,564
2020-02-06,Guizhou,China,2020-02-06T09:53:02,71,1,6,3697,73,28060,564
2020-02-06,Gansu,China,2020-02-05T16:23:06,62,0,6,3697,73,28060,564
2020-02-06,Jilin,China,2020-02-06T14:23:04,59,0,4,3697,73,28060,564
2020-02-06,Inner Mongolia,China,2020-02-06T02:23:08,46,0,4,3697,73,28060,564
2020-02-06,Ningxia,China,2020-02-06T02:13:15,40,0,1,3697,73,28060,564
2020-02-06,Xinjiang,China,2020-02-06T01:13:08,36,0,0,3697,73,28060,564
2020-02-06,Qinghai,China,2020-02-06T02:13:15,18,0,3,3697,73,28060,564
2020-02-06,Tibet,China,2020-02-01T01:52:40,1,0,0,3697,73,28060,564
2020-02-06,Unknown,Japan,2020-02-06T02:53:03,45,0,1,2,0,25,0
2020-02-06,Unknown,Singapore,2020-02-05T16:33:03,28,0,0,4,0,28,0
2020-02-06,Unknown,Thailand,2020-02-04T15:33:03,25,0,5,0,0,25,0
2020-02-06,Hong Kong,Hong Kong,2020-02-06T14:43:02,24,1,0,0,0,0,0
2020-02-06,Unknown,South Korea,2020-02-06T02:53:03,23,0,0,5,0,23,0
2020-02-06,Taiwan,Taiwan,2020-02-06T15:03:04,16,0,1,0,0,0,0
2020-02-06,Unknown,Germany,2020-02-03T20:53:02,12,0,0,0,0,12,0
2020-02-06,Unknown,Malaysia,2020-02-05T15:43:02,12,0,0,2,0,12,0
2020-02-06,Macau,Macau,2020-02-06T14:23:04,10,0,1,0,0,0,0
2020-02-06,Unknown,Vietnam,2020-02-06T01:13:08,10,0,1,0,0,10,0
2020-02-06,Unknown,France,2020-02-01T01:52:40,6,0,0,0,0,6,0
2020-02-06,Unknown,United Arab Emirates,2020-02-02T05:43:01,5,0,0,0,0,5,0
2020-02-06,New South Wales,Australia,2020-02-06T03:13:22,4,0,2,1,0,14,0
2020-02-06,Queensland,Australia,2020-02-06T02:53:03,4,0,0,1,0,14,0
2020-02-06,Victoria,Australia,2020-02-01T18:12:49,4,0,0,1,0,14,0
2020-02-06,South Australia,Australia,2020-02-02T22:33:07,2,0,0,1,0,14,0
2020-02-06,Unknown,India,2020-02-03T21:43:02,3,0,0,0,0,3,0
2020-02-06,British Columbia,Canada,2020-02-05T17:33:03,2,0,0,0,0,5,0
2020-02-06,"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,0,0,5,0
2020-02-06,"London, ON",Canada,2020-02-04T00:03:11,1,0,0,0,0,5,0
2020-02-06,Unknown,Italy,2020-01-31T08:15:53,2,0,0,0,0,2,0
2020-02-06,Unknown,Philippines,2020-02-02T03:33:07,2,1,0,0,0,3,1
2020-02-06,Unknown,Russia,2020-01-31T16:13:45,2,0,0,0,0,2,0
2020-02-06,Unknown,United Kingdom,2020-02-01T01:52:40,2,0,0,0,0,2,0
2020-02-06,"Chicago, IL",United States,2020-02-01T19:43:03,2,0,0,1,0,12,0
2020-02-06,"San Benito, CA",United States,2020-02-03T03:53:02,2,0,0,1,0,12,0
2020-02-06,"Santa Clara, CA",United States,2020-02-03T00:43:02,2,0,0,1,0,12,0
2020-02-06,"Boston, MA",United States,2020-02-01T19:43:03,1,0,0,1,0,12,0
2020-02-06,"Los Angeles, CA",United States,2020-02-01T19:53:03,1,0,0,1,0,12,0
2020-02-06,"Madison, WI",United States,2020-02-05T21:53:02,1,0,0,1,0,12,0
2020-02-06,"Orange, CA",United States,2020-02-01T19:53:03,1,0,0,1,0,12,0
2020-02-06,"Seattle, WA",United States,2020-02-01T19:43:03,1,0,0,1,0,12,0
2020-02-06,"Tempe, AZ",United States,2020-02-01T19:43:03,1,0,0,1,0,12,0
2020-02-06,Unknown,Belgium,2020-02-04T15:43:02,1,0,0,0,0,1,0
2020-02-06,Unknown,Cambodia,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-06,Unknown,Finland,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-06,Unknown,Nepal,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-06,Unknown,Spain,2020-02-01T23:43:02,1,0,0,0,0,1,0
2020-02-06,Unknown,Sri Lanka,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-06,Unknown,Sweden,2020-02-01T02:13:26,1,0,0,0,0,1,0
2020-02-07,Hubei,China,2020-02-07T23:43:02,24953,699,1115,3151,73,31211,637
2020-02-07,Guangdong,China,2020-02-07T10:13:06,1034,1,88,3151,73,31211,637
2020-02-07,Zhejiang,China,2020-02-07T11:33:11,1006,0,123,3151,73,31211,637
2020-02-07,Henan,China,2020-02-07T14:03:12,914,3,86,3151,73,31211,637
2020-02-07,Hunan,China,2020-02-07T11:33:11,772,0,112,3151,73,31211,637
2020-02-07,Anhui,China,2020-02-07T05:13:07,665,0,47,3151,73,31211,637
2020-02-07,Jiangxi,China,2020-02-07T01:23:02,661,0,45,3151,73,31211,637
2020-02-07,Chongqing,China,2020-02-07T23:33:02,426,2,31,3151,73,31211,637
2020-02-07,Jiangsu,China,2020-02-07T14:03:12,408,0,43,3151,73,31211,637
2020-02-07,Shandong,China,2020-02-07T11:33:11,386,0,37,3151,73,31211,637
2020-02-07,Sichuan,China,2020-02-07T08:23:09,344,1,42,3151,73,31211,637
2020-02-07,Beijing,China,2020-02-07T03:23:02,297,1,33,3151,73,31211,637
2020-02-07,Heilongjiang,China,2020-02-07T07:43:02,277,3,12,3151,73,31211,637
2020-02-07,Shanghai,China,2020-02-07T06:14:15,277,1,30,3151,73,31211,637
2020-02-07,Fujian,China,2020-02-07T13:23:03,224,0,20,3151,73,31211,637
2020-02-07,Shaanxi,China,2020-02-07T08:23:09,184,0,17,3151,73,31211,637
2020-02-07,Guangxi,China,2020-02-07T00:33:02,172,0,17,3151,73,31211,637
2020-02-07,Hebei,China,2020-02-07T12:03:04,172,1,22,3151,73,31211,637
2020-02-07,Yunnan,China,2020-02-07T23:23:04,138,0,12,3151,73,31211,637
2020-02-07,Hainan,China,2020-02-07T12:33:02,117,2,10,3151,73,31211,637
2020-02-07,Shanxi,China,2020-02-07T23:43:02,104,0,15,3151,73,31211,637
2020-02-07,Liaoning,China,2020-02-07T15:33:03,99,0,7,3151,73,31211,637
2020-02-07,Guizhou,China,2020-02-07T11:13:07,81,1,6,3151,73,31211,637
2020-02-07,Tianjin,China,2020-02-07T05:43:03,81,1,2,3151,73,31211,637
2020-02-07,Gansu,China,2020-02-07T02:33:06,67,0,9,3151,73,31211,637
2020-02-07,Jilin,China,2020-02-07T00:43:02,65,1,4,3151,73,31211,637
2020-02-07,Inner Mongolia,China,2020-02-07T11:13:07,50,0,5,3151,73,31211,637
2020-02-07,Ningxia,China,2020-02-07T11:13:07,43,0,5,3151,73,31211,637
2020-02-07,Xinjiang,China,2020-02-07T01:43:02,39,0,0,3151,73,31211,637
2020-02-07,Qinghai,China,2020-02-06T02:13:15,18,0,3,3151,73,31211,637
2020-02-07,Tibet,China,2020-02-01T01:52:40,1,0,0,3151,73,31211,637
2020-02-07,Cruise Ship,Others,2020-02-07T16:33:03,61,0,0,0,0,0,0
2020-02-07,Unknown,Singapore,2020-02-07T03:03:03,30,0,0,2,0,30,0
2020-02-07,Hong Kong,Hong Kong,2020-02-07T11:53:02,25,1,0,0,0,0,0
2020-02-07,Unknown,Japan,2020-02-07T04:13:20,25,0,1,0,0,25,0
2020-02-07,Unknown,Thailand,2020-02-04T15:33:03,25,0,5,0,0,25,0
2020-02-07,Unknown,South Korea,2020-02-07T03:03:03,24,0,1,1,0,24,0
2020-02-07,Taiwan,Taiwan,2020-02-06T15:03:04,16,0,1,0,0,0,0
2020-02-07,Unknown,Germany,2020-02-07T16:33:03,13,0,0,1,0,13,0
2020-02-07,Unknown,Malaysia,2020-02-07T09:13:21,12,0,1,2,0,14,0
2020-02-07,Macau,Macau,2020-02-06T14:23:04,10,0,1,0,0,0,0
2020-02-07,Unknown,Vietnam,2020-02-06T01:13:08,10,0,1,2,0,12,0
2020-02-07,Unknown,France,2020-02-01T01:52:40,6,0,0,0,0,6,0
2020-02-07,Queensland,Australia,2020-02-07T01:03:02,5,0,0,1,0,15,0
2020-02-07,New South Wales,Australia,2020-02-06T03:13:22,4,0,2,1,0,15,0
2020-02-07,Victoria,Australia,2020-02-01T18:12:49,4,0,0,1,0,15,0
2020-02-07,South Australia,Australia,2020-02-02T22:33:07,2,0,0,1,0,15,0
2020-02-07,Unknown,United Arab Emirates,2020-02-02T05:43:01,5,0,0,0,0,5,0
2020-02-07,British Columbia,Canada,2020-02-07T05:43:03,4,0,0,2,0,7,0
2020-02-07,"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,2,0,7,0
2020-02-07,"London, ON",Canada,2020-02-04T00:03:11,1,0,0,2,0,7,0
2020-02-07,Unknown,India,2020-02-03T21:43:02,3,0,0,0,0,3,0
2020-02-07,Unknown,Italy,2020-02-07T17:53:02,3,0,0,1,0,3,0
2020-02-07,Unknown,Philippines,2020-02-07T16:43:04,3,1,0,0,0,3,1
2020-02-07,Unknown,United Kingdom,2020-02-07T18:33:02,3,0,0,1,0,3,0
2020-02-07,Unknown,Russia,2020-01-31T16:13:45,2,0,0,0,0,2,0
2020-02-07,"Chicago, IL",United States,2020-02-01T19:43:03,2,0,0,0,0,12,0
2020-02-07,"San Benito, CA",United States,2020-02-03T03:53:02,2,0,0,0,0,12,0
2020-02-07,"Santa Clara, CA",United States,2020-02-03T00:43:02,2,0,0,0,0,12,0
2020-02-07,"Boston, MA",United States,2020-02-01T19:43:03,1,0,0,0,0,12,0
2020-02-07,"Los Angeles, CA",United States,2020-02-01T19:53:03,1,0,0,0,0,12,0
2020-02-07,"Madison, WI",United States,2020-02-05T21:53:02,1,0,0,0,0,12,0
2020-02-07,"Orange, CA",United States,2020-02-01T19:53:03,1,0,0,0,0,12,0
2020-02-07,"Seattle, WA",United States,2020-02-01T19:43:03,1,0,0,0,0,12,0
2020-02-07,"Tempe, AZ",United States,2020-02-01T19:43:03,1,0,0,0,0,12,0
2020-02-07,Unknown,Belgium,2020-02-04T15:43:02,1,0,0,0,0,1,0
2020-02-07,Unknown,Cambodia,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-07,Unknown,Finland,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-07,Unknown,Nepal,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-07,Unknown,Spain,2020-02-01T23:43:02,1,0,0,0,0,1,0
2020-02-07,Unknown,Sri Lanka,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-07,Unknown,Sweden,2020-02-01T02:13:26,1,0,0,0,0,1,0
2020-02-08,Hubei,China,2020-02-08T23:33:06,27100,780,1439,3387,86,34598,723
2020-02-08,Guangdong,China,2020-02-08T11:53:01,1095,1,112,3387,86,34598,723
2020-02-08,Zhejiang,China,2020-02-08T10:53:02,1048,0,175,3387,86,34598,723
2020-02-08,Henan,China,2020-02-08T14:13:12,981,4,116,3387,86,34598,723
2020-02-08,Hunan,China,2020-02-08T12:53:01,803,1,156,3387,86,34598,723
2020-02-08,Anhui,China,2020-02-08T07:43:02,733,0,59,3387,86,34598,723
2020-02-08,Jiangxi,China,2020-02-08T01:23:02,698,0,55,3387,86,34598,723
2020-02-08,Jiangsu,China,2020-02-08T10:23:04,439,0,51,3387,86,34598,723
2020-02-08,Chongqing,China,2020-02-08T11:03:15,428,2,39,3387,86,34598,723
2020-02-08,Shandong,China,2020-02-08T11:33:02,416,0,44,3387,86,34598,723
2020-02-08,Sichuan,China,2020-02-08T15:23:04,364,1,60,3387,86,34598,723
2020-02-08,Beijing,China,2020-02-08T03:13:09,315,2,34,3387,86,34598,723
2020-02-08,Heilongjiang,China,2020-02-08T04:03:09,295,5,13,3387,86,34598,723
2020-02-08,Shanghai,China,2020-02-08T06:33:02,286,1,41,3387,86,34598,723
2020-02-08,Fujian,China,2020-02-08T08:13:10,239,0,24,3387,86,34598,723
2020-02-08,Hebei,China,2020-02-08T11:33:02,195,1,30,3387,86,34598,723
2020-02-08,Shaanxi,China,2020-02-08T10:13:06,195,0,20,3387,86,34598,723
2020-02-08,Guangxi,China,2020-02-08T00:23:03,183,0,17,3387,86,34598,723
2020-02-08,Yunnan,China,2020-02-08T08:43:02,138,0,17,3387,86,34598,723
2020-02-08,Hainan,China,2020-02-08T10:23:04,124,2,14,3387,86,34598,723
2020-02-08,Shanxi,China,2020-02-08T23:53:02,115,0,21,3387,86,34598,723
2020-02-08,Liaoning,China,2020-02-08T11:53:01,105,0,8,3387,86,34598,723
2020-02-08,Guizhou,China,2020-02-08T06:43:03,89,1,7,3387,86,34598,723
2020-02-08,Tianjin,China,2020-02-08T08:23:04,88,1,4,3387,86,34598,723
2020-02-08,Gansu,China,2020-02-08T15:13:14,79,1,12,3387,86,34598,723
2020-02-08,Jilin,China,2020-02-08T00:13:04,69,1,4,3387,86,34598,723
2020-02-08,Inner Mongolia,China,2020-02-08T03:33:02,52,0,5,3387,86,34598,723
2020-02-08,Ningxia,China,2020-02-08T09:13:16,45,0,15,3387,86,34598,723
2020-02-08,Xinjiang,China,2020-02-08T03:23:10,42,0,0,3387,86,34598,723
2020-02-08,Qinghai,China,2020-02-06T02:13:15,18,0,3,3387,86,34598,723
2020-02-08,Tibet,China,2020-02-01T01:52:40,1,0,0,3387,86,34598,723
2020-02-08,Cruise Ship,Others,2020-02-07T16:33:03,61,0,0,0,0,0,0
2020-02-08,Unknown,Singapore,2020-02-08T12:53:01,33,0,2,3,0,33,0
2020-02-08,Unknown,Thailand,2020-02-08T12:53:01,32,0,10,7,0,32,0
2020-02-08,Hong Kong,Hong Kong,2020-02-08T00:03:07,26,1,0,0,0,0,0
2020-02-08,Unknown,Japan,2020-02-07T04:13:20,25,0,1,0,0,25,0
2020-02-08,Unknown,South Korea,2020-02-07T03:03:03,24,0,1,0,0,24,0
2020-02-08,Taiwan,Taiwan,2020-02-08T05:23:02,17,0,1,0,0,0,0
2020-02-08,Unknown,Malaysia,2020-02-08T10:23:04,16,0,1,1,0,15,0
2020-02-08,Unknown,Germany,2020-02-07T16:33:03,13,0,0,1,0,14,0
2020-02-08,Unknown,Vietnam,2020-02-08T07:23:04,13,0,1,1,0,13,0
2020-02-08,Unknown,France,2020-02-08T09:53:01,11,0,0,0,0,6,0
2020-02-08,Macau,Macau,2020-02-06T14:23:04,10,0,1,0,0,0,0
2020-02-08,Unknown,United Arab Emirates,2020-02-08T07:03:16,7,0,0,2,0,7,0
2020-02-08,Queensland,Australia,2020-02-07T01:03:02,5,0,0,0,0,15,0
2020-02-08,New South Wales,Australia,2020-02-06T03:13:22,4,0,2,0,0,15,0
2020-02-08,Victoria,Australia,2020-02-01T18:12:49,4,0,0,0,0,15,0
2020-02-08,South Australia,Australia,2020-02-02T22:33:07,2,0,0,0,0,15,0
2020-02-08,British Columbia,Canada,2020-02-07T05:43:03,4,0,0,0,0,7,0
2020-02-08,"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,0,0,7,0
2020-02-08,"London, ON",Canada,2020-02-04T00:03:11,1,0,0,0,0,7,0
2020-02-08,Unknown,India,2020-02-03T21:43:02,3,0,0,0,0,3,0
2020-02-08,Unknown,Italy,2020-02-07T17:53:02,3,0,0,0,0,3,0
2020-02-08,Unknown,Philippines,2020-02-07T16:43:04,3,1,0,0,0,3,1
2020-02-08,Unknown,United Kingdom,2020-02-07T18:33:02,3,0,0,0,0,3,0
2020-02-08,Unknown,Russia,2020-01-31T16:13:45,2,0,0,0,0,2,0
2020-02-08,"Chicago, IL",United States,2020-02-01T19:43:03,2,0,0,0,0,12,0
2020-02-08,"San Benito, CA",United States,2020-02-03T03:53:02,2,0,0,0,0,12,0
2020-02-08,"Santa Clara, CA",United States,2020-02-03T00:43:02,2,0,0,0,0,12,0
2020-02-08,"Boston, MA",United States,2020-02-01T19:43:03,1,0,0,0,0,12,0
2020-02-08,"Los Angeles, CA",United States,2020-02-01T19:53:03,1,0,0,0,0,12,0
2020-02-08,"Madison, WI",United States,2020-02-05T21:53:02,1,0,0,0,0,12,0
2020-02-08,"Orange, CA",United States,2020-02-01T19:53:03,1,0,0,0,0,12,0
2020-02-08,"Seattle, WA",United States,2020-02-01T19:43:03,1,0,0,0,0,12,0
2020-02-08,"Tempe, AZ",United States,2020-02-01T19:43:03,1,0,0,0,0,12,0
2020-02-08,Unknown,Belgium,2020-02-04T15:43:02,1,0,0,0,0,1,0
2020-02-08,Unknown,Cambodia,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-08,Unknown,Finland,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-08,Unknown,Nepal,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-08,Unknown,Spain,2020-02-01T23:43:02,1,0,0,0,0,1,0
2020-02-08,Unknown,Sri Lanka,2020-02-08T03:43:03,1,0,1,0,0,1,0
2020-02-08,Unknown,Sweden,2020-02-01T02:13:26,1,0,0,0,0,1,0
2020-02-09,Hubei,China,2020-02-09T23:33:02,29631,871,1795,2653,89,37251,812
2020-02-09,Guangdong,China,2020-02-09T15:03:05,1131,1,141,2653,89,37251,812
2020-02-09,Zhejiang,China,2020-02-09T12:03:04,1075,0,201,2653,89,37251,812
2020-02-09,Henan,China,2020-02-09T11:23:08,1033,6,153,2653,89,37251,812
2020-02-09,Hunan,China,2020-02-09T12:33:01,838,1,186,2653,89,37251,812
2020-02-09,Anhui,China,2020-02-09T09:33:02,779,1,72,2653,89,37251,812
2020-02-09,Jiangxi,China,2020-02-09T11:33:12,740,0,73,2653,89,37251,812
2020-02-09,Chongqing,China,2020-02-09T23:53:02,468,2,51,2653,89,37251,812
2020-02-09,Jiangsu,China,2020-02-09T10:23:11,468,0,71,2653,89,37251,812
2020-02-09,Shandong,China,2020-02-09T15:03:05,444,1,63,2653,89,37251,812
2020-02-09,Sichuan,China,2020-02-09T12:43:01,386,1,71,2653,89,37251,812
2020-02-09,Beijing,China,2020-02-09T03:43:02,326,2,37,2653,89,37251,812
2020-02-09,Heilongjiang,China,2020-02-09T08:43:05,307,6,14,2653,89,37251,812
2020-02-09,Shanghai,China,2020-02-09T06:33:01,293,1,44,2653,89,37251,812
2020-02-09,Fujian,China,2020-02-09T09:13:11,250,0,35,2653,89,37251,812
2020-02-09,Shaanxi,China,2020-02-09T03:03:09,208,0,25,2653,89,37251,812
2020-02-09,Hebei,China,2020-02-09T12:43:01,206,2,34,2653,89,37251,812
2020-02-09,Guangxi,China,2020-02-09T00:33:07,195,1,18,2653,89,37251,812
2020-02-09,Yunnan,China,2020-02-09T08:53:02,141,0,18,2653,89,37251,812
2020-02-09,Hainan,China,2020-02-09T13:33:02,131,3,19,2653,89,37251,812
2020-02-09,Shanxi,China,2020-02-09T23:43:02,119,0,25,2653,89,37251,812
2020-02-09,Liaoning,China,2020-02-09T12:23:03,107,0,12,2653,89,37251,812
2020-02-09,Guizhou,China,2020-02-09T09:53:02,99,1,7,2653,89,37251,812
2020-02-09,Tianjin,China,2020-02-09T23:43:02,91,1,4,2653,89,37251,812
2020-02-09,Gansu,China,2020-02-09T23:33:02,83,2,16,2653,89,37251,812
2020-02-09,Jilin,China,2020-02-09T09:03:04,78,1,12,2653,89,37251,812
2020-02-09,Inner Mongolia,China,2020-02-09T02:23:07,54,0,5,2653,89,37251,812
2020-02-09,Ningxia,China,2020-02-09T02:03:11,45,0,13,2653,89,37251,812
2020-02-09,Xinjiang,China,2020-02-09T01:23:08,45,0,0,2653,89,37251,812
2020-02-09,Qinghai,China,2020-02-06T02:13:15,18,0,3,2653,89,37251,812
2020-02-09,Tibet,China,2020-02-01T01:52:40,1,0,0,2653,89,37251,812
2020-02-09,Diamond Princess cruise ship,Others,2020-02-09T06:13:11,64,0,0,0,0,0,0
2020-02-09,Unknown,Singapore,2020-02-09T02:43:02,40,0,2,7,0,40,0
2020-02-09,Unknown,Thailand,2020-02-08T12:53:01,32,0,10,0,0,32,0
2020-02-09,Hong Kong,Hong Kong,2020-02-09T09:53:02,29,1,0,0,0,0,0
2020-02-09,Unknown,Japan,2020-02-09T06:13:11,26,0,1,1,0,26,0
2020-02-09,Unknown,South Korea,2020-02-09T02:33:02,25,0,3,3,0,27,0
2020-02-09,Taiwan,Taiwan,2020-02-09T09:13:11,18,0,1,0,0,0,0
2020-02-09,Unknown,Malaysia,2020-02-08T10:23:04,16,0,1,2,0,17,0
2020-02-09,Unknown,Germany,2020-02-09T06:13:11,14,0,0,0,0,14,0
2020-02-09,Unknown,Vietnam,2020-02-08T07:23:04,13,0,1,1,0,14,0
2020-02-09,Unknown,France,2020-02-08T09:53:01,11,0,0,5,0,11,0
2020-02-09,Macau,Macau,2020-02-06T14:23:04,10,0,1,0,0,0,0
2020-02-09,Unknown,United Arab Emirates,2020-02-08T07:03:16,7,0,0,0,0,7,0
2020-02-09,Queensland,Australia,2020-02-09T19:33:02,5,0,0,0,0,15,0
2020-02-09,New South Wales,Australia,2020-02-06T03:13:22,4,0,2,0,0,15,0
2020-02-09,Victoria,Australia,2020-02-01T18:12:49,4,0,0,0,0,15,0
2020-02-09,South Australia,Australia,2020-02-02T22:33:07,2,0,0,0,0,15,0
2020-02-09,British Columbia,Canada,2020-02-07T05:43:03,4,0,0,0,0,7,0
2020-02-09,"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,0,0,7,0
2020-02-09,"London, ON",Canada,2020-02-04T00:03:11,1,0,0,0,0,7,0
2020-02-09,Unknown,India,2020-02-03T21:43:02,3,0,0,0,0,3,0
2020-02-09,Unknown,Italy,2020-02-07T17:53:02,3,0,0,0,0,3,0
2020-02-09,Unknown,Philippines,2020-02-07T16:43:04,3,1,0,0,0,3,1
2020-02-09,Unknown,United Kingdom,2020-02-07T18:33:02,3,0,0,0,0,3,0
2020-02-09,Unknown,Russia,2020-01-31T16:13:45,2,0,0,0,0,2,0
2020-02-09,Unknown,Spain,2020-02-09T20:33:03,2,0,0,0,0,1,0
2020-02-09,"Chicago, IL",United States,2020-02-09T19:03:03,2,0,2,0,0,12,0
2020-02-09,"San Benito, CA",United States,2020-02-03T03:53:02,2,0,0,0,0,12,0
2020-02-09,"Santa Clara, CA",United States,2020-02-03T00:43:02,2,0,0,0,0,12,0
2020-02-09,"Boston, MA",United States,2020-02-01T19:43:03,1,0,0,0,0,12,0
2020-02-09,"Los Angeles, CA",United States,2020-02-01T19:53:03,1,0,0,0,0,12,0
2020-02-09,"Madison, WI",United States,2020-02-05T21:53:02,1,0,0,0,0,12,0
2020-02-09,"Orange, CA",United States,2020-02-01T19:53:03,1,0,0,0,0,12,0
2020-02-09,"Seattle, WA",United States,2020-02-09T07:03:04,1,0,1,0,0,12,0
2020-02-09,"Tempe, AZ",United States,2020-02-01T19:43:03,1,0,0,0,0,12,0
2020-02-09,Unknown,Belgium,2020-02-04T15:43:02,1,0,0,0,0,1,0
2020-02-09,Unknown,Cambodia,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-09,Unknown,Finland,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-09,Unknown,Nepal,2020-01-31T08:15:53,1,0,0,0,0,1,0
2020-02-09,Unknown,Sri Lanka,2020-02-08T03:43:03,1,0,1,0,0,1,0
2020-02-09,Unknown,Sweden,2020-02-01T02:13:26,1,0,0,0,0,1,0
2020-02-10,Hubei,China,2020-02-10T23:33:02,31728,974,2222,2984,97,40235,909
2020-02-10,Guangdong,China,2020-02-10T13:43:02,1159,1,167,2984,97,40235,909
2020-02-10,Zhejiang,China,2020-02-10T14:13:12,1092,0,242,2984,97,40235,909
2020-02-10,Henan,China,2020-02-10T13:53:02,1073,6,191,2984,97,40235,909
2020-02-10,Hunan,China,2020-02-10T13:53:02,879,1,208,2984,97,40235,909
2020-02-10,Anhui,China,2020-02-10T07:23:04,830,3,88,2984,97,40235,909
2020-02-10,Jiangxi,China,2020-02-10T13:53:02,771,1,105,2984,97,40235,909
2020-02-10,Jiangsu,China,2020-02-10T14:03:05,492,0,81,2984,97,40235,909
2020-02-10,Chongqing,China,2020-02-10T23:43:02,486,2,66,2984,97,40235,909
2020-02-10,Shandong,China,2020-02-10T09:33:02,466,1,66,2984,97,40235,909
2020-02-10,Sichuan,China,2020-02-10T10:03:02,405,1,80,2984,97,40235,909
2020-02-10,Beijing,China,2020-02-10T03:13:08,337,2,44,2984,97,40235,909
2020-02-10,Heilongjiang,China,2020-02-10T07:33:05,331,7,30,2984,97,40235,909
2020-02-10,Shanghai,China,2020-02-10T06:03:13,299,1,48,2984,97,40235,909
2020-02-10,Fujian,China,2020-02-10T14:03:05,261,0,39,2984,97,40235,909
2020-02-10,Hebei,China,2020-02-10T10:03:02,218,2,41,2984,97,40235,909
2020-02-10,Shaanxi,China,2020-02-10T13:23:06,213,0,30,2984,97,40235,909
2020-02-10,Guangxi,China,2020-02-10T14:03:05,210,1,24,2984,97,40235,909
2020-02-10,Yunnan,China,2020-02-10T09:43:02,149,0,19,2984,97,40235,909
2020-02-10,Hainan,China,2020-02-10T09:33:02,138,3,19,2984,97,40235,909
2020-02-10,Shanxi,China,2020-02-09T23:43:02,119,0,25,2984,97,40235,909
2020-02-10,Guizhou,China,2020-02-10T12:33:02,109,1,10,2984,97,40235,909
2020-02-10,Liaoning,China,2020-02-10T14:03:05,108,0,13,2984,97,40235,909
2020-02-10,Tianjin,China,2020-02-10T14:23:08,95,1,8,2984,97,40235,909
2020-02-10,Gansu,China,2020-02-10T07:23:04,83,2,17,2984,97,40235,909
2020-02-10,Jilin,China,2020-02-10T14:03:05,80,1,13,2984,97,40235,909
2020-02-10,Inner Mongolia,China,2020-02-10T02:43:05,58,0,5,2984,97,40235,909
2020-02-10,Ningxia,China,2020-02-10T01:43:02,49,0,13,2984,97,40235,909
2020-02-10,Xinjiang,China,2020-02-10T01:13:06,49,0,0,2984,97,40235,909
2020-02-10,Qinghai,China,2020-02-06T02:13:15,18,0,3,2984,97,40235,909
2020-02-10,Tibet,China,2020-02-01T01:52:40,1,0,0,2984,97,40235,909
2020-02-10,Diamond Princess cruise ship,Others,2020-02-10T16:03:12,135,0,0,0,0,0,0
2020-02-10,Unknown,Singapore,2020-02-10T19:03:02,45,0,2,3,0,43,0
2020-02-10,Hong Kong,Hong Kong,2020-02-10T10:13:06,38,1,0,0,0,0,0
2020-02-10,Unknown,Thailand,2020-02-08T12:53:01,32,0,10,0,0,32,0
